word,nikkud,transliteration
כתבה,כַּתָּבָה,katavá
כתבלב,כְּתַבְלָב,ktavláv
כתבת,כְּתֹבֶת,któvet
כתה,כִּתָּה,kitá
כתובים,כְּתוּבִים,ktuvím
כתור,כִּתּוּר,kítur
כתיב,כְּתִיב,ktiv
כתיבה,כְּתִיבָה,ktivá
כתים,כִּתִּים,kitím
כתיש,כַּתִּישׁ,katísh
כתית,כָּתִית,katít
כתיתה,כְּתִיתָה,ktitá
כתל,כֹּתֶל,kótel
כתם,כָּתֹם,katóm
כתם,כֶּתֶם,kétem
כתנה,כֻּתְנָה,kutná
כתנת,כְּתֹנֶת,ktonét
כתף,כֶּתֶף,kétef
כתף,כַּתָּף,katáf
כתפה,כְּתֵפָה,ktefá
כתפיה,כְּתֵפִיָּה,ktefiyá
כתר,כֶּתֶר,kéter
כתת,כִּתֵּת,kitét
"ל""ג","לָ""ג",lag
לא,לֹא,lo
לא,לׂא,lo
לאגר,לַאגֶר,láger
לאה,לֵאָה,leá
לאהלו,לְאֹהֲלֹו,leohaló
לאור,לָאוֹר,laór
לאחד,לְאֶחָד,le'ekhád
לאחור,לְאָחוֹר,le'akhór
לאחור,לְאָחוֹר,leakhór
לאט,לְאַט,leát
לאין,לְאֵין,le'éyn
לאם,לְאֹם,le'óm
לאם,לְאֹם,leóm
לאמי,לְאֻמִּי,leumí
לאמי,לְאֻמִי,le'umí
לאמי,לְאֻמִי,leumí
לאמיות,לְאֻמִּיּוּת,leumiyút
לאמנות,לְאֻמָּנוּת,leumanút
לאמר,לֵאמֹר,lemór
לאמתה,לַאֲמִתָּהּ,la'amitá
לאנחות,לַאֲנָחוֹת,laanachót
לאשורו,לַאֲשׁוּרוֹ,laashuró
לב,לֵב,lev
לבב,לְבָב,leváv
לבב,לֵבָב,levav
לבד,לְבַד,levád
לבד,לֶבֶד,léved
לבה,לִבָּה,libá
לבה,לַבָּה,lába
לבו,לִבּוֹ,libó
לבוב,לָבוּב,lavúv
לבוד,לָבוּד,lavúd
לבונה,לְבוֹנָה,levoná
לבורנט,לָבּוֹרַנְט,laboránt
לבוש,לְבוּשׁ,levúsh
לבט,לֶבֶט,lévet
לבטלה,לְבַטָּלָה,levatalá
לביא,לָבִיא,laví
לביבה,לְבִיבָה,levivá
לבירינת,לָבִּירִינְת,labirínt
לבלב,לַבְלַב,lavláv
לבלי,לִבְלִי,livlí
לבלר,לַבְלָר,lavlár
לבן,לֹבֶן,lóven
לבן,לָבָן,lavan
לבן,לָבָן,laván
לבנבן,לְבַנְבַּן,levanbán
לבנה,לְבֵנָה,levená
לבנה,לִבְנֶה,livné
לבנה,לְבָנָה,levaná
לבנה,לִבְנָה,livná
לבנה,לַבָּנֶה,lábane
לבנון,לַבְנוּן,lavnún
לבנון,לְבָנוֹן,levanón
לבנת,לִבְנַת,livnát
לבקן,לַבְקָן,lavkán
לבקנות,לַבְקָנוּת,lavkánut
לבקרים,לַבְּקָרִים,labkarím
לברדור,לַבְּרָדוֹר,lábrador
לבריאות,לִבְרִיאוּת,livriút
לברכה,לִבְרָכָה,livrachá
לברק,לַבְרָק,lavrák
לג,לֹג,log
לג,לֶג,leg
לגבה,לַגֹּבַהּ,lagová
לגו,לֶגוֹ,légo
לגונה,לָגוּנָה,lagúnah
לגיון,לִגְיוֹן,ligyón
לגיטימציה,לֶגִיטִימַצְיָה,legitimátsya
לגין,לָגִין,lagín
לגינה,לָגִינָה,lagína
לגלוי,לַגָּלוּי,lagalúy
לגם,לֹגֶם,lógem
לדבר,לַדָּבָר,ladavár
לדה,לֵדָה,ledá
לדינו,לָדִינוֹ,ladíno
לדלת,לְדֶלֶת,ledélet
לדרהוזן,לֶדֶרְהוֹזֶן,lederhósen
לדת,לֵדַת,ledát
להאה,לְהָאָה,leha'á
להב,לַהַב,láhav
להבה,לֶהָבָה,lehavá
להג,לַהַג,láhag
להגה,לַהֶגֶה,lahége
להוק,לִהוּק,lihúk
להט,לַהַט,láhat
"להט""ב","לַהֲטָ""ב",lahatáv
להטוטנות,לַהֲטוּטָנוּת,lahatutanút
להיט,לָהִיט,lahít
להלן,לְהַלָּן,lehalán
להסוג,לְהִסּוֹג,le'hisóg
להק,לַהַק,láhak
להקה,לַהֲקָה,lahaká
להרגו,לְהָרְגוֹ,lehorgó
להרגך,לַהֲרָגְךָ,laharogkhá
להרוג,לַהֲרֹג,laharóg
להשבר,לְהִשָּׁבֵר,lehishavér
להתראות,לְהִתְרָאוֹת,lehitraót
לו,לוֹ,lo
לו,לוּ,lu
לואי,לְוַאי,levaí
לובוטומיה,לוֹבּוֹטוֹמְיָה,lobotómya
לובי,לוּבִי,luví
לובסטר,לוֹבְּסְטֶר,lóbster
לוג,לוֹג,log
לוגו,לוֹגוֹ,lógo
לוגוס,לוֹגוֹס,lógos
לוגותרפיה,לוֹגוֹתֶרַפְּיָה,logothérapya
לוגי,לוֹגִי,lógi
לוגיסטי,לוֹגִיסְטִי,logísti
לוגיקה,לוֹגִיקָה,lógika
לוד,לוּד,lud
לודר,לוּדָר,ludár
לוהט,לוֹהֵט,lohét
לווח,לִוּוּחַ,livúakjh
לווח,לִוּוּחַ,livúakh
לוז,לוּז,luz
לוזר,לוּזֶר,loózer
לוח,לוּחַ,lú'akh
לוח,לוּחַ,lúakh
לוחות,לוּחוֹת,lukhót
לוחית,לוּחִית,lukhít
לוחם,לוֹחֵם,lochém
לוט,לוּט,lut
לוט,לוּט,loot
לוט,לוֹט,lot
לוטו,לוֹטוֹ,lóto
לוטטיום,לוּטֶטְיוּם,lutétium
לוטציום,לוּטֶציוּם,lútsium
לוטרה,לוּטְרָה,lútra
לוי,לֵוִי,leví
לוין,לַוְיָן,lavyán
לויתן,לִוְיָתָן,livyatán
לויתנים,לִוְיְתָנִים,livyetaním
לויתנית,לִוְיְתָנִית,livyetanít
לוכסן,לוֹכְסָן,lokhsán
לול,לוּל,lul
לולאה,לוּלָאָה,lulaá
לולאת,לוּלְאַת,lulát
לולב,לוּלָב,luláv
לולב,לוֹלָב,loláv
לום,לוֹם,lom
לונדון,לוֹנְדוֹן,lóndon
לועזית,לוֹעֲזִית,loazít
לוף,לוּף,luf
לופית,לוּפִית,lufít
לוק,לוֹק,lok
לוקום,לוֹקוּם,lókum
לוקוס,לוֹקוּס,lókus
לוקש,לוֹקְשׁ,loksh
לורד,לוֹרְד,lord
לורנציום,לוֹרֶנְצְיוּם,lorentsyoóm
לזבז,לִזְבֵּז,lizbéz
לזבזת,לַזְבֶּזֶת,lazbézet
לזה,לָזֶה,lazé
לזניה,לָזַנְיָה,lazánya
לזרא,לְזָרָא,lezará
לח,לַח,lakh
לח,לֵחַ,leákh
לחגורה,לַחֲגוֹרָה,lakhagorá
לחו,לֵחוֹ,leikhó
לחוד,לְחוּד,lechúd
לחוף,לָחוֹף,lakhóf
לחות,לַחוּת,lahút
לחי,לְחִי,lekhí
לחי,לֶחָי,lecháy
לחיים,לְחַיִּים,lecháyim
לחימה,לְחִימָה,lekhimá
לחיצת,לְחִיצַת,lekhitsát
לחכו,לְחִכּוֹ,lekhikó
לחלוחי,לַחְלוּחִי,lakhlukhí
לחלוחית,לַחְלוּחִית,lachluchít
לחם,לֶחֶם,lekhém
לחם,לֶחֶם,lékhem
לחם,לַחַם,lákham
לחם,לֶחֶם,léchem
לחמה,לָחְמָה,lokháma
לחמה,לָחְמָה,lokhamá
לחמה,לָחְמָה,lokhmá
לחמית,לַחְמִית,lakhmít
לחמניה,לַחְמָנִיָּה,lakhmaniyá
לחן,לַחַן,lákhan
לחנם,לְחִנָּם,lehinám
לחץ,לַחַץ,láhatz
לחץ,לַחַץ,lakháts
לחץ,לַחַץ,lákhats
לחצי,לַחֲצִי,lakhatsí
לחש,לַחַשׁ,lákhash
לט,לָט,lat
לט,לֹט,lot
לטאה,לְטָאָה,letaá
לטב,לְטַב,ltáv
לטבח,לְטֶבַח,latévakh
לטון,לִטּוּן,litún
לטוש,לִטּוּשׁ,litúsh
לטיני,לָטִינִי,latiní
לטינית,לָטִינִית,latinít
לטם,לֹטֶם,lótem
לטמיון,לְטִמְיוֹן,letimyón
לטש,לֶטֶשׁ,létesh
לי,לִי,li
ליאס,לִיאַס,liás
ליבו,לִבּוֹ,libó
ליבורנה,לִיבּוּרְנָה,libúrna
ליבידו,לִיבִּידוֹ,libído
ליברה,לִיבְּרָה,librá
ליברליזם,לִיבֶּרָלִיזְם,liberálizem
ליברלית,לִיבֶּרָלִית,liberálit
ליברמוריום,לִיבֶרְמוֹרְיוּם,livermórium
ליגה,לִיגָה,líga
ליד,לִיד,lid
ליד,לְיַד,leyád
לידיו,לְיָדַיו,le'yadáv
ליזר,לֵיְזֶר,léyzer
ליטא,לִיטָא,lita
ליטורגיה,לִיטוּרְגִיָּה,litúrgia
ליטיגטור,לִיטִיגָטוֹר,litigátor
ליטיגציה,לִיטִיגַצְיָה,litigátsya
ליטרה,לִיטְרָה,litrá
ליל,לֵיל,leyl
ליל,לֵיל,léyl
ליל,לֵיל,lel
לילה,לַיְלָה,lila
לילה,לַיְלָה,láyla
לילה,לָיְלָה,láyla
ליליפוט,לִילִיפּוּט,lilíput
ליליפוטי,לִילִיפּוּטי,lilipúti
לילית,לִילִית,lilít
לילך,לִילָךְ,lilákh
לים,לַיָּם,layám
לים,לַיִם,láyim
לימאות,לְיַמָּאוּת,leyamaút
לימוזינה,לִימוֹזִינָה,limozína
לימון,לִימוֹן,limón
לימוני,לִימוֹנִי,limoní
לימונית,לִימוֹנִית,limonít
לימונצ'לו,לִימוֹנְצֶ'לוֹ,limonchélo
לימן,לִימֵן,límen
לימנולוגיה,לִימְנוֹלוֹגְיָה,limnológya
לימפה,לִימְפָה,límfa
לימפוציט,לִימְפוֹצִיט,limfotsít
לינארי,לִינֵאָרִי,line'ári
לינארי,לִינֵאָרִי,linarí
לינארית,לִינֵאָרִית,lineárit
לינארית,לִינֵאָרִית,line'árit
לינה,לִינָה,liná
לינץ',לִינְץ',linch
ליסינג,לִיסִינְג,lisíng
ליפיד,לִיפִּיד,lipíd
ליצ'י,לִיצִ'י,líchi
ליצלן,לִיצְלַן,litslán
ליצן,לֵיצַן,leytsán
ליצנות,לֵיצָנוּת,leytsanút
ליקוידי,לִיקְוִידִי,líkvidi
ליקומיה,לֵיקוֹמְיָה,likómya
ליקופן,לִיקוֹפֶּן,likopén
ליקופניה,לֵיקוֹפֶּנְיָה,lekopénya
ליקר,לִיקֶר,liker
לירה,לִירָה,líra
ליריקן,לִירִיקָן,lirikán
ליש,לַיָּשׁ,láyash
ליש,לַיִשׁ,láyish
לישמניה,לֶיְשְׁמַנְיָה,lishmania
לית,לֵית,let
ליתיום,לִיתְיוּם,lithiúm
לכאורה,לִכְאוֹרָה,likh'orá
לכביסה,לִכְבִיסָה,lekvísa
לכה,לַכָּה,láka
לכל,לְכָל,lekhól
לכלוך,לִכְלוּךְ,likhlúkh
לכלונס,לִכְלוֹנָס,likhlonás
לכלי,לִכְלֵי,likhléy
לכן,לָכֵן,laché
לכף,לְכַף,lecháf
לכף,לְכַף,lekáf
לכת,לֶכֶת,léchet
לכת,לֶכֶת,lekhét
ללא,לְלֹא,leló
למאה,לְמֵאָה,kemeáh
למגרה,לַמְּגֵרָה,lamegerá
למד,לִמֵּד,liméd
למד,לִמֵּד,limed
למה,לָמָה,lama
למוד,לִמּוּד,limúd
למוד,לָמוּד,lamúd
למורד,לְמוֹרַד,lemorád
למחצה,לְמֶחֱצָה,lemekhetsá
למידה,לְמִידָה,lemidá
למינציה,לָמִינַצְיָה,leminátsya
למכביר,לְמַכְבִּיר,lemakhbír
למכונה,לַמְּכוֹנָה,lamkhoná
למלקוח,לְמַלְקוֹחַ,lemalkóakh
למעלה,לְמַעֲלֶה,lema'alé
למען,לְמַעַן,le'má'an
למען,לְמַעַן,lemáan
למפרע,לְמַפְרֵעַ,lemafré'a
למצעה,לַמִּצְעָה,lamits'á
למקומה,לִמְקוֹמָהּ,limkóma
למרות,לַמְרוֹת,lamrót
למרת,לְמֹרַת,lemorát
למשוט,לְמָשׁוֹט,lemashót
למשכב,לְמִשְׁכָּב,lemishkáv
למשל,לְמָשָׁל,lemashál
למשעי,לְמִשְׁעִי,lemish'í
למשתמש,לַמִּשְׁתַּמֵּשׁ,lamishtamésh
למת,לְמֵת,lemét
לנגר,לַנְגֶר,lánger
לנהרות,לִנְהָרוֹת,linharót
לניניזם,לֶנִינִיזְם,leninízem
לנעלים,לְנַעֲלַיִם,lena'aláyim
לנקה,לַנְקָה,lanká
לנתן,לַנְתָּן,lántan
לס,לֵס,les
לסבית,לֶסְבִּית,lésbit
לסוטה,לְסוּטָה,lesutá
לסטים,לִסְטִים,listím
לסירות,לְסִירוֹת,lesirót
לספון,לַסִּפּוּן,lasipún
לסת,לֶסֶת,léset
לע,לֹעַ,ló'a
לע,לֹעַ,lóa'
לעג,לַעַג,láag
לעולם,לְעוֹלָם,leolám
לעזאזל,לַעֲזָאזֵל,la'azazél
לעיל,לְעֵיל,le'eíl
לעין,לְעַיִן,la'áyin
לעיני,לְעֵינֵי,le'eynéy
לעלא,לְעֵלָּא,lee'lá
לעת,לְעֵת,le'ét
לפגם,לִפְגָם,lifgám
לפה,לַפֶּה,lapé
לפה,לָפָה,láfa
לפום,לְפוּם,lefum
לפום,לְפוּם,lefúm
לפחות,לְפָחוֹת,lefakhót
לפטופ,לֶפְּטוֹפּ,léptop
לפיד,לַפִּיד,lapíd
לפידות,לַפִּידוֹת,lapidót
לפלף,לַפְלַף,láflaf
לפני,לִפְנֵי,lifnéy
לפני,לִפְנֵי,lifneí
לפעמים,לִפְעָמִים,lif'amím
לפרוסקופיה,לָפָּרוֹסְקוֹפְּיָה,lapároskopia
לפת,לֶפֶת,léfet
לץ,לֵץ,lets
לצדק,לְצֶדֶק,letsédek
לצות,לַצֶוֶת,latsévet
לצרכי,לְצָרְכֵי,letsorkhéy
לק,לַק,lak
לק,לֵק,lek
לקוח,לָקוֹחַ,lakóakh
לקוח,לָקוּחַ,lakúakh
לקוי,לִקּוּי,likuí
לקוי,לִקּוּי,likúy
לקוני,לָקוֹנִי,lakoni
לקח,לָקַח,lakákh
לקט,לֶקֶט,léket
לקטוז,לַקְטוֹז,laktóz
לקמוס,לַקְמוּס,lákmus
לקמחיה,לְקִמְחֵיה,lekímche
לקמן,לְקַמָּן,lekamán
לקנוסה,לְקָנוֹסָה,lekanósa
לקסיקוגרפיה,לֶקְסִיקוֹגְרַפְיָה,leksikográfya
לקסיקון,לֶקְסִיקוֹן,leksikón
לקראת,לִקְרַאת,likrát
לראש,לָרֹאשׁ,larósh
לרבע,לְרַבֵּע,lerabé'a
לרגל,לָרֶגֶל,larégel
לרדאר,לָרָדָאר,laradár
לרוח,לָרוּחַ,larúakh
לרוח,לַרוּחַ,larúakh
לרוחה,לִרְוָחָה,lirvakhá
לרועץ,לְרוֹעֵץ,lero'étz
לרחק,לָרֹחַק,larókhak
לשד,לְשָׁד,leshád
לשוא,לַשָּׁוְא,lasháv
לשון,לָשׁוֹן,lashón
לשון,לְשֹוׂן,le'hón
לשון,לָשׁוֹן,lashón
לשון,לְשון,leshón
לשון,לְשׁוֹן,leshón
לשון,לָשׁוֹן,láshon
לשון,לָשׁוֹן,lashon
לשונאי,לְשׁוֹנַאי,leshonaí
לשונו,לְשׁוֹנו,leshóno
לשונו,לְשׁוֹנוֹ,leshonó
לשוני,לְשׁוֹנִי,leshoní
לשונית,לְשׁוֹנִית,leshonít
לשיזבן,לְשֵׁזְבָן,leshezván
לשיט,לְשַׁיִט,lesháyit
לשכה,לִשְׁכָּה,lishká
לשכת,לִשְׁכַּת,lishkat
לשלשת,לַשְׁלֶשֶׁת,lashléshet
לשם,לְשֵׁם,leshém
לשם,לֶשֶׁם,léshem
לשמה,לִשְׁמָהּ,lishmá
לשעבר,לְשֶׁעָבַר,lesheavár
לשעורין,לְשִׁעוּרִין,leshiurín
לשרות,לְשֵׁרוּת,lesherút
לשתיה,לִשְׁתִיָּה,lishtiyá
לתורה,לַתּוֹרָה,latorá
לתיתה,לְתִיתָה,letitá
לתפארת,לְתִפְאֶרֶת,letiféret
מאבן,מְאֻבָּן,meubán
מאבק,מְאֻבָּק,me'ubák
מאבק,מַאֲבֵק,ma'avék
מאבק,מַאֲבָק,maavák
מאגר,מַאֲגָר,maagár
מאגר,מַאֲגָר,ma'agár
מאדים,מַאְדִּים,ma'adím
מאה,מֵאָה,me'á
מאה,מֵאָה,meá
מאהב,מְאֹהָב,me'oháv
מאהב,מְאַהֵב,me'ahév
מאוד,מְאוֹד,meód
מאוזולאום,מָאוּזוֹלֵאוּם,mauzoléum
מאויש,מְאֻיָּשׁ,meuyásh
מאום,מְאוּם,meúm
מאוס,מֵאוּס,meús
מאור,מָאוֹר,maór
מאורר,מְאַוְרֵר,meavrér
מאזן,מְאֻזָּן,meuzán
מאזן,מַאֲזָן,ma'azán
מאזנים,מֹאזְנַיִם,moznáyim
מאחור,מֵאָחוֹר,meakhór
מאחוריו,מֵאֲחוֹרָיו,me'akhoráv
מאחז,מַאֲחַז,ma'akház
מאי,מַאי,mai
מאיפה,מֵאֵיפֹה,me'efó
מאיץ,מֵאִיץ,me'íts
מאיר,מֵאִיר,meír
מאיר,מְאַיֵּר,meayér
מאית,מֵאִית,meít
מאכל,מַאֲכָל,ma'akhál
מאכל,מַאֲכָל,ma'akhal
מאכלת,מַאֲכֹלֶת,machólet
מאכלת,מַאֲכֶלֶת,machélet
מאכער,מָאכֶער,mákher
מאכער,מַאכֶער,makhér
מאליו,מֵאֵלָיו,meeláv
מאליו,מֵאֵלָיו,me'eláv
מאלף,מְאֻלָּף,meuláf
מאלף,מְאַלֵּף,mealéf
מאלף,מְאַלֵּף,me'aléf
מאמי,מָאמִי,mámi
מאמן,מְאַמֵּן,meamén
מאמר,מַאֲמָר,ma'amár
מאמר,מַאֲמָר,maamár
מאן,מָאן,man
מאניה,מֵאֳנִיָּה,meoniyá
מאנך,מְאֻנָּךְ,meaunach
מאנס,מְאֻנָּס,meunas
מאסף,מְאַסֵֵּף,measéf
מאסף,מְאַסֵּף,measéf
מאסף,מְאַסֵּף,me'aséf
מאסר,מַאֲסָר,ma'asár
מאפה,מַאֲפֶה,maafé
מאפיה,מַאֲפִיָּה,ma'áfiya
מאפליה,מַאְפֵּלְיָה,mapelyá
מאפס,מְאֻפָּס,me'upás
מאפרה,מַאֲפֵרָה,maaferá
מארגן,מְאֻרְגָּן,meurgán
מארה,מְאֵרָה,merá
מארז,מַאֲרָז,ma'aráz
מאריך,מַאֲרִיךְ,ma'aríkh
מארע,מְאֹרָע,meorá
מאש,מֵאֵשׁ,me'ésh
מאת,מֵאֵת,me'ét
מבדדת,מְבֻדֶּדֶת,mevudédet
מבדוק,מִבְדּוֹק,mivdók
מבדוק,מִבְדוֹק,mivdók
מבהק,מֻבְהָק,muvhák
מבוא,מְבוֹא,mevó
מבוא,מָבוֹא,mavó
מבוי,מָבוֹי,mavóy
מבוכה,מְבוּכָה,mevukhá
מבול,מַבּוּל,mabúl
מבזקת,מִבְזֶקֶת,mivzéket
מבחן,מִבְחַן,mivkhán
מבחן,מִבְחָן,mivkhán
מבחנה,מַבְחֵנָה,mavkhená
מבט,מַבָּט,mabát
מבטא,מִבְטָא,mivtá
מבטח,מִבְטָח,mivtákh
מבטל,מֻבְטָל,muvtál
מבנה,מֻבְנֶה,muvné
מבנה,מִבְנֶה,mivné
מבנה,מִבְנֶה,mívne
מבנה,מְבֻנֶּה,mevuné
מבנזג,מְבֻנְזָג,mevunzág
מבנית,מִבְנִית,mivnít
מבסוט,מַבְּסוּט,mabsút
מבצר,מִבְצָר,mivtsár
מברג,מַבְרֵג,mavrég
מברז,מַבְרֵז,mavréz
מברץ,מְבֹרָץ,mevoráts
מברשת,מִבְרֶשֶׁת,mivréshet
מג'נטה,מָגֶ'נְטָה,magénta
מגב,מַגֵּב,magév
מגבה,מַגְבֵּהַּ,mágbeah
מגבה,מֻגְבָּהּ,mugbáh
מגבון,מַגְּבוֹן,magvón
מגביל,מַגְבִּיל,magbíl
מגבל,מֻגְבָּל,mugbál
מגבלה,מִגְבָּלָה,migbalá
מגבלות,מֻגְבָּלוּת,mugbalút
מגבר,מַגְבֵּר,magbér
מגבר,מְגַבֵּר,megaber
מגבת,מַגֶּבֶת,magévet
מגד,מֶגֶד,méged
מגדים,מְגָדִים,megadím
מגדל,מְגַדֵּל,megadél
מגדל,מְגֻדָּל,megudál
מגדל,מֻגְדָּל,mugdál
מגדל,מִגְדַּל,migdál
מגדל,מִגְדָּל,migdál
מגדלור,מִגְדַּלּוֹר,migdalór
מגדלור,מִגְדָּלּוֹר,migdalór
מגדלור,מִגְדָלוֹר,migdalór
מגדלת,מַגְדֶּלֶת,magdélet
מגדר,מִגְדָּר,migdár
מגדרית,מִגְדָרִית,migdarít
מגה,מֶגָה,megá
מגה,מֶגָה,méga
מגהץ,מְגֹהָץ,megoháts
מגהץ,מַגְהֵץ,maghéts
מגוז,מָגוֹז,magóz
